AGE,CITY,EDUC,EXPER,EXPERSQ,FAMINC,FATHEDUC,HOURS,HUSAGE,HUSEDUC,HUSHRS,HUSWAGE,INLF,KIDSGE6,KIDSLT6,LWAGE,MOTHEDUC,MTR,NWIFEINC,REPWAGE,UNEM,WAGE
44,1,10,14,196,14884,10,1089,47,11,880,5.5500,1,0,0,0.4743691000,10,0.7515,13.1339769363,0.00,9.5,1.6070
32,1,12,12,144,27400,7,800,31,16,2070,11.5940,1,1,0,0.8109302000,12,0.6215,25.6000000000,0.00,11.0,2.2500
47,1,5,9,81,16400,12,1230,53,5,1050,9.5238,1,0,0,0.7092666000,7,0.7215,13.9000253677,2.82,14.0,2.0325
46,0,17,13,169,25704,17,1158,57,17,2635,7.2805,1,1,0,1.7105494738,14,0.6215,19.2979431152,8.10,7.5,5.5320
37,0,11,18,324,12800,10,2272,47,8,3000,3.0000,1,0,0,0.4602689000,10,0.7215,9.2000160000,3.71,7.5,1.5845
51,0,12,8,64,40000,7,528,50,11,2500,10.4000,1,2,0,1.3318117857,7,0.6215,37.9999900000,0.00,7.5,3.7879
49,1,12,11,121,47000,7,1000,49,12,1990,10.0500,1,1,0,1.0986123085,7,0.6615,44.0000000000,0.00,14.0,3.0000
36,1,14,9,81,25872,12,520,37,13,2390,8.7866,1,4,0,2.1579985619,10,0.6615,21.3720245361,0.00,9.5,8.6538
39,1,11,9,81,26868,7,760,44,12,1430,10.1400,1,1,0,1.4375813007,12,0.6915,23.6680200000,3.95,9.5,4.2105
48,1,12,14,196,18000,12,1920,50,8,1800,5.0000,1,2,0,1.5448993444,12,0.6915,9.0000000000,4.30,9.5,4.6875
38,1,14,9,81,30200,7,1220,43,17,2103,11.8880,1,2,0,1.4105967283,7,0.5815,25.1999500000,4.84,5.0,4.0984
40,1,12,2,4,26220,7,200,42,12,1350,13.3330,1,2,0,3.2188760000,7,0.6615,21.2200000000,3.00,7.5,25.0000
39,0,10,12,144,40500,7,2480,36,17,2880,8.6806,1,5,1,0.9681619000,7,0.5815,33.9699134827,4.20,3.0,2.6331
37,1,16,15,225,33570,7,2750,43,17,2400,7.2917,1,0,0,1.7917594910,12,0.6100,17.0700000000,9.00,7.5,6.0000
49,1,13,11,121,16917,14,2014,47,12,1135,3.5242,1,1,0,1.6887295246,7,0.7215,6.0160236359,4.05,14.0,5.4126
33,0,12,7,49,18000,7,1355,35,17,2750,6.1818,1,3,0,-0.4091719687,12,0.7215,17.1000100000,1.00,9.5,0.6642
30,1,12,9,81,8337,12,80,32,16,2085,2.9755,1,0,0,0.2231435478,12,0.7515,8.2370000000,0.00,11.0,1.2500
54,0,12,19,361,17100,7,1670,56,8,2600,4.5769,1,0,0,0.8221558000,12,0.7215,13.3000822067,2.10,9.5,2.2754
39,0,11,11,121,17800,7,520,40,12,3542,3.1056,1,4,0,1.2417020000,10,0.7515,16.0000209808,3.05,11.0,3.4615
43,1,12,8,64,13740,12,288,43,12,1975,5.8228,1,3,0,1.4271243811,12,0.7515,12.5399900000,3.00,14.0,4.1667
31,1,9,13,169,27000,3,2014,32,12,2400,7.5000,1,3,0,1.4970974922,10,0.6215,18.0000381470,4.26,9.5,4.4687
33,1,13,4,16,32600,7,800,37,14,3000,8.3333,1,3,0,0.5596158000,12,0.6215,31.2000000000,0.00,7.5,1.7500
40,1,12,7,49,28030,12,1984,39,14,1960,9.2347,1,3,0,1.3000282049,12,0.6615,20.7499100000,4.25,14.0,3.6694
36,0,12,19,361,23100,12,1823,39,9,2000,5.5000,1,1,0,1.8844298124,12,0.6615,11.0999200000,6.00,3.0,6.5826
51,1,12,14,196,24580,7,1500,51,12,3000,6.0000,1,0,0,0.9555114000,7,0.6615,20.6800000000,2.00,9.5,2.6000
44,1,13,14,196,29000,7,2261,43,12,2400,6.6667,1,1,0,1.5820872784,12,0.6215,18.0000100000,5.50,9.5,4.8651
42,1,16,3,9,42430,14,1728,48,14,2450,13.0610,1,3,0,1.7556140000,12,0.5215,32.4300651550,6.25,9.5,5.7870
40,1,12,9,81,41800,12,1960,40,8,2423,12.7940,1,1,0,1.5131032467,12,0.5215,32.9000320435,5.00,7.5,4.5408
34,1,16,7,49,39100,17,1578,33,16,2000,12.0000,1,1,1,2.2518916130,12,0.5800,24.1000061035,7.72,9.5,9.5057
30,1,17,7,49,31800,17,1316,41,16,2526,6.7300,1,0,0,2.3644323349,16,0.5815,17.8003921509,7.00,11.0,10.6380
54,0,12,14,196,22200,7,1530,53,12,2695,6.6790,1,0,0,0.1053504795,7,0.6915,20.5000171661,1.13,14.0,1.1111
51,0,12,29,841,19500,7,2220,54,12,2048,4.3945,1,0,0,1.3997287750,16,0.6915,10.4998979568,4.37,3.0,4.0541
44,0,9,19,361,14027,10,1336,46,11,1920,4.6875,1,2,0,0.9884625000,7,0.7515,10.4370346069,2.64,11.0,2.6871
43,1,12,14,196,21195,7,1008,42,9,2338,7.6989,1,1,0,1.0906473398,7,0.6615,18.1949900000,2.50,11.0,2.9762
34,0,12,16,256,19013,7,1944,37,8,2945,4.3287,1,1,0,1.1546144485,10,0.6915,12.8450765610,3.23,7.5,3.1728
45,1,13,10,100,20900,7,2000,52,12,2047,6.7416,1,0,0,1.2669476271,12,0.6615,13.8000000000,3.45,11.0,3.5500
39,0,12,12,144,26820,3,258,47,7,1668,9.3525,1,0,0,2.8851916790,10,0.6215,22.1999950409,0.00,11.0,17.9070
50,1,12,24,576,12800,0,1785,48,10,175,9.1429,1,0,0,1.2288800000,0,0.7515,6.6999410000,5.75,14.0,3.4174
52,0,12,6,36,7850,7,480,53,12,1798,2.6418,1,0,0,1.2039628029,7,0.7515,6.2500160000,0.00,14.0,3.3333
41,1,12,9,81,18600,12,772,45,12,1222,7.3650,1,2,0,1.3573802710,12,0.7215,15.6000080109,7.50,7.5,3.8860
59,0,10,14,196,5380,7,900,59,7,1820,1.4066,1,0,0,0.8377236000,12,0.7715,3.3000100000,2.22,5.0,2.3111
52,0,12,26,676,6114,7,1428,60,8,1560,1.5192,1,0,0,0.5369611382,10,0.7715,3.6709775925,2.50,14.0,1.7108
46,0,16,7,49,8234,12,210,49,12,2210,3.3439,1,0,0,0.7487238000,12,0.7515,7.7899970000,4.00,14.0,2.1143
41,1,12,4,16,20646,7,239,48,16,2874,2.9106,1,5,1,2.2958726883,3,0.7215,18.2719900000,4.50,11.0,9.9331
33,0,11,15,225,16640,7,1878,35,8,2499,4.3834,1,2,0,1.1078032255,7,0.7215,10.9539800000,3.50,9.5,3.0277
45,1,12,23,529,13900,12,215,38,12,3088,4.2098,1,0,0,0.6208452582,12,0.7215,13.4999923706,2.30,5.0,1.8605
36,0,10,1,1,11500,7,2340,37,8,2020,3.7129,1,2,1,-2.0541636944,10,0.7815,11.2000122070,0.00,7.5,0.1282
48,1,12,29,841,34000,7,1960,56,10,1980,10.6060,1,1,0,1.8920120000,7,0.5515,20.9999084473,6.30,14.0,6.6327
47,1,12,9,81,28700,3,532,47,11,1968,8.6382,1,1,0,1.7297245264,7,0.6615,25.7000000000,3.60,11.0,5.6391
45,0,12,6,36,9563,7,394,45,12,2100,3.8367,1,0,0,0.4693784000,7,0.7515,8.9329940000,2.50,7.5,1.5990
37,0,12,11,121,20960,7,675,48,17,2651,7.1671,1,2,0,0.9808417000,7,0.6915,19.1599769592,3.00,7.5,2.6667
46,1,16,17,289,38590,10,1515,49,14,1918,8.8634,1,4,0,2.0694923401,12,0.6215,26.5899868011,6.80,14.0,7.9208
43,1,17,6,36,27900,12,1030,46,16,2585,7.7369,1,3,0,1.6751881838,12,0.6615,22.4000053406,5.80,5.0,5.3398
42,1,12,7,49,25633,7,1250,46,17,2250,9.1702,1,2,0,1.3862943649,7,0.6215,20.6330000000,4.00,7.5,4.0000
34,1,17,2,4,35200,12,1158,39,17,2480,11.2900,1,2,1,1.7992150000,12,0.5515,28.2000064850,5.10,7.5,6.0449
52,1,12,24,576,29500,7,112,53,12,2924,6.3269,1,0,0,1.8325815201,7,0.5815,28.8000000000,0.00,7.5,6.2500
37,0,12,4,16,10000,7,336,52,9,1896,4.7468,1,3,0,1.0906473398,10,0.7515,8.9999970000,2.20,7.5,2.9762
37,0,12,11,121,19800,7,1984,40,12,2332,4.8885,1,1,0,1.4431235790,10,0.6915,11.3999423981,4.78,5.0,4.2339
52,0,8,25,625,12900,7,716,59,7,3482,2.4842,1,0,0,1.2503601313,7,0.7215,10.4000139236,2.20,5.0,3.4916
30,0,12,11,121,26080,12,1410,30,14,2106,8.5470,1,0,1,1.6023125648,12,0.6215,19.0800552368,1.28,7.5,4.9645
31,1,13,2,4,13066,7,1300,32,12,1160,6.6379,1,1,0,1.0185585022,17,0.7515,9.4660400000,0.00,11.0,2.7692
38,0,12,19,361,12500,7,1640,46,12,2040,3.1863,1,1,0,1.2970532179,7,0.7215,6.5000600000,3.25,7.5,3.6585
43,1,12,7,49,35600,7,1202,48,16,2856,4.5466,1,3,0,1.6851944923,7,0.5815,29.1170139313,0.00,9.0,5.3935
49,1,8,2,4,19424,7,489,51,8,950,12.7890,1,1,0,-0.4209849000,7,0.7515,19.1030200000,2.29,5.0,0.6564
55,1,12,20,400,26250,7,2076,58,10,2068,6.5280,1,0,0,1.5620946884,7,0.6615,16.3499717712,4.68,5.0,4.7688
38,1,17,10,100,36525,14,526,42,17,1896,16.4030,1,2,0,2.1465275288,12,0.5515,32.0250167847,4.20,9.5,8.5551
52,1,17,19,361,34700,17,1721,56,16,2000,7.0000,1,0,0,2.3474630000,14,0.6100,16.7000617981,9.50,14.0,10.4590
48,1,12,17,289,8311,7,1327,51,11,288,13.5420,1,0,0,0.9698315000,7,0.7515,4.8110375404,2.57,11.0,2.6375
32,1,13,12,144,28626,10,584,33,12,2160,6.7130,1,2,0,1.9241464138,12,0.6915,24.6260100000,4.32,11.0,6.8493
32,1,12,11,121,24400,7,1376,33,17,3120,5.4487,1,1,0,1.6267275810,7,0.6615,17.4000129700,5.00,5.0,5.0872
38,1,12,6,36,14025,7,1040,41,17,1944,6.6872,1,2,0,-0.0392607264,7,0.7215,13.0250400000,0.00,7.5,0.9615
46,1,12,10,100,21367,12,548,47,12,2046,9.0943,1,3,0,1.4601486921,16,0.6915,19.0069828033,3.69,14.0,4.3066
40,0,12,4,16,14136,7,15,42,9,2005,6.5337,1,3,0,1.9553935528,7,0.7515,14.0300000000,0.00,7.5,7.0667
31,1,9,2,4,19900,7,1980,36,10,2070,4.6860,1,4,0,0.9263599000,10,0.7515,14.8999061584,2.56,5.0,2.5253
43,1,10,13,169,37000,9,1520,50,12,3000,8.0000,1,1,0,2.0661916733,12,0.5215,25.0000553131,5.00,9.5,7.8947
51,0,12,21,441,18500,7,1880,51,12,2640,4.0530,1,0,0,1.4228432178,7,0.6915,10.7000675201,3.90,7.5,4.1489
30,1,16,9,81,34550,14,1260,34,17,2450,8.1633,1,0,1,2.1010317802,16,0.5515,24.2500038147,8.17,5.0,8.1746
52,1,13,4,16,49620,7,1092,53,15,1000,16.5000,1,0,0,2.2614610000,10,0.4615,39.1399650574,0.00,11.0,9.5971
30,0,8,2,4,10400,3,1587,33,8,2080,3.4615,1,5,1,0.7013138000,3,0.7815,7.1999730000,2.30,7.5,2.0164
51,1,16,19,361,33000,16,156,51,16,2413,11.3610,1,0,0,2.0310125351,16,0.5515,31.8110000000,0.00,11.0,7.6218
31,1,13,4,16,16200,3,1939,31,12,2570,3.8911,1,2,0,1.1623692513,7,0.7215,10.0000476837,3.43,7.5,3.1975
34,1,12,9,81,22660,16,1250,52,12,2030,9.6059,1,4,0,0.4700036347,12,0.6915,20.6600000000,1.36,7.5,1.6000
49,1,11,14,196,16000,7,610,59,17,4684,2.6687,1,0,0,1.4105967283,7,0.7215,13.4999761581,4.00,7.5,4.0984
35,1,13,6,36,25780,16,270,41,17,2802,8.8865,1,3,1,0.3930551000,7,0.6615,25.3799953461,5.00,9.5,1.4815
53,1,12,24,576,20675,12,660,59,12,2090,6.3636,1,0,1,1.2909941673,7,0.7215,18.2749767303,3.15,7.5,3.6364
32,0,12,1,1,40213,7,1000,46,16,2053,17.7280,1,3,0,0.0000000000,12,0.5515,39.2130000000,0.00,11.0,1.0000
38,1,10,13,169,15500,7,1920,42,10,1984,5.2923,1,3,0,0.9571255000,12,0.7215,10.4999361038,2.93,7.5,2.6042
54,1,12,3,9,35207,12,200,54,16,2040,15.6860,1,0,0,0.5596158000,7,0.5815,34.8570000000,0.00,9.5,1.7500
47,1,17,10,100,35702,12,1500,58,8,2794,5.2423,1,1,0,1.5686160000,10,0.5515,28.5020000000,3.60,11.0,4.8000
45,1,15,16,256,17800,12,868,47,14,3290,3.0395,1,1,0,1.7101880000,14,0.7215,12.9999600000,6.00,9.5,5.5300
47,1,16,9,81,50900,16,2318,46,16,1911,16.7450,1,1,0,1.4105967283,16,0.4915,41.3999100000,4.20,5.0,4.0984
59,0,10,19,361,17280,7,2000,60,12,2000,3.7500,1,0,0,0.2231435478,7,0.6915,14.7800000000,0.00,5.0,1.2500
32,1,11,4,16,15150,9,60,31,12,2580,5.8140,1,1,0,0.5108456000,10,0.7215,15.0499982834,0.00,5.0,1.6667
45,1,12,10,100,36200,7,1715,49,17,2400,10.8330,1,1,0,1.3323924541,7,0.5815,29.6999778748,3.38,7.5,3.7901
40,1,12,5,25,17465,12,550,47,12,1740,9.0029,1,4,0,0.8601859000,14,0.7215,16.1650200000,2.26,5.0,2.3636
47,1,14,7,49,45205,12,1960,50,12,2500,6.5400,1,2,0,2.3227800000,14,0.6100,25.2051582336,0.00,3.0,10.2040
36,0,16,3,9,14500,10,44,37,17,1840,5.9783,1,2,1,1.9195954800,12,0.7515,14.1999988556,1.36,5.0,6.8182
56,0,14,38,1444,32011,7,1920,56,14,2036,8.6248,1,0,0,1.9761067629,7,0.5815,18.1589679718,6.92,7.5,7.2146
41,0,8,16,256,35200,12,2540,43,11,3536,4.8329,1,1,0,0.8954347000,7,0.6215,28.9810638428,0.00,9.5,2.4484
48,0,7,13,169,13579,7,156,51,11,880,10.9090,1,3,0,0.1812376000,3,0.7515,13.3920030594,0.00,11.0,1.1987
36,0,12,1,1,10455,7,780,38,12,2007,3.8864,1,2,1,0.4953058362,7,0.7515,9.1750200000,0.00,11.0,1.6410
41,0,12,7,49,32600,3,3120,44,13,2632,8.4574,1,0,0,0.5777924000,7,0.5515,27.0398483276,0.00,5.0,1.7821
41,1,14,15,225,19150,10,2040,43,12,2600,5.0000,1,0,0,1.0788177252,7,0.6915,13.1499519348,2.80,11.0,2.9412
36,1,12,10,100,24400,17,1610,36,13,2156,7.4212,1,3,0,1.6031985283,12,0.6615,16.4000700000,4.25,9.5,4.9689
37,0,12,2,4,21700,7,215,41,12,3625,4.4938,1,3,0,0.6208452582,10,0.6915,21.2999916077,0.00,3.0,1.8605
38,1,12,19,361,26201,3,1120,42,12,2420,7.0252,1,0,0,2.0838940000,7,0.6215,17.2010154724,0.00,9.5,8.0357
43,1,14,25,625,11920,3,846,43,9,2080,3.2788,1,2,0,1.3791691065,3,0.7515,8.5600260000,4.20,7.5,3.9716
54,1,16,25,625,16300,12,3225,59,17,3443,1.2861,1,0,0,1.1123837233,12,0.7215,6.4908400000,0.00,9.5,3.0416
38,1,12,7,49,16500,7,1376,41,12,2250,5.5556,1,1,0,1.0671216249,7,0.7215,12.4999675751,3.75,5.0,2.9070
30,1,12,15,225,30000,7,980,34,16,2535,7.4951,1,0,1,1.1188070000,12,0.5815,27.0000247955,3.60,11.0,3.0612
49,1,12,11,121,62500,7,1838,48,15,2352,22.1090,1,0,0,1.5885410000,7,0.4415,53.5000500000,5.00,9.5,4.8966
45,1,13,25,625,58500,10,1494,49,6,3036,9.0580,1,1,0,1.3903112411,10,0.4415,52.4999465942,2.50,9.5,4.0161
51,1,13,19,361,40900,7,450,57,14,2600,11.5380,1,0,0,1.7148064375,7,0.5215,38.3999800000,3.50,9.5,5.5556
34,1,10,4,16,16308,10,1976,39,7,2223,6.0468,1,0,0,0.2010615319,0,0.6915,13.8919448853,2.45,7.5,1.2227
34,1,12,14,196,9300,7,2012,34,10,2666,1.3653,1,2,0,0.9872710000,7,0.7515,3.8999930000,3.61,7.5,2.6839
41,1,12,19,361,35700,9,561,41,17,2006,16.5500,1,1,0,0.9835007000,10,0.5515,34.1999969482,3.25,7.5,2.6738
49,1,12,18,324,35700,9,1715,49,17,1710,8.7719,1,1,0,2.2331707478,9,0.6400,19.7000800000,7.05,11.0,9.3294
32,1,12,14,196,24500,12,1912,46,14,1920,9.6354,1,0,0,1.1436175108,12,0.6615,18.4999523163,3.60,5.0,3.1381
32,1,14,11,121,13000,12,3686,39,14,1647,6.6788,1,0,0,-0.6113829000,12,0.7215,10.9999761581,0.00,7.5,0.5426
32,0,17,4,16,52600,12,1080,35,15,3080,7.5727,1,2,0,2.1530520000,12,0.4415,43.3000100000,4.65,5.0,8.6111
47,1,10,29,841,25360,7,1799,48,10,1920,7.8125,1,0,0,1.2998373508,3,0.6615,18.7600078583,3.25,7.5,3.6687
39,0,9,21,441,9400,9,1984,47,4,2420,1.9835,1,1,0,0.8409204000,9,0.7515,4.8000960000,2.30,7.5,2.3185
49,1,12,24,576,26800,12,1839,53,15,2205,9.5238,1,0,0,1.0584844351,12,0.6215,21.5000019073,3.27,11.0,2.8820
37,1,12,19,361,33040,7,1579,39,14,3035,6.4250,1,3,0,1.1526584625,12,0.6615,28.0399379730,0.00,7.5,3.1666
59,1,16,31,961,26350,12,96,60,15,2185,10.9840,1,0,0,1.2935758829,14,0.6215,26.0000038147,0.00,7.5,3.6458
50,1,12,28,784,39000,7,1920,56,12,1880,12.7660,1,0,0,1.8325815201,7,0.5215,27.0000000000,5.47,14.0,6.2500
32,1,17,15,225,35100,12,1688,33,17,1863,9.5545,1,1,0,2.3271801472,12,0.6100,17.7996883392,9.80,9.5,10.2490
46,0,12,27,729,22502,12,1589,48,16,2456,5.4967,1,0,0,1.1661462784,12,0.6615,17.4019451141,5.54,11.0,3.2096
43,0,17,13,169,21950,14,345,46,17,1847,9.7618,1,2,0,2.0349931717,12,0.6915,19.3099918365,5.00,14.0,7.6522
37,0,11,4,16,13000,7,1521,42,6,2000,5.0000,1,3,0,0.6792511000,7,0.7515,9.9999800000,2.30,7.5,1.9724
32,1,16,10,100,18180,14,1490,35,14,1856,5.9995,1,2,0,1.5471369028,12,0.7215,11.1799800000,3.90,9.0,4.6980
39,1,11,8,64,20957,10,989,43,14,1880,6.9149,1,1,0,0.7530186000,10,0.6915,18.8569564819,2.76,9.0,2.1234
34,0,13,4,16,13700,12,600,35,12,3020,4.9669,1,2,0,0.8472836000,12,0.7215,12.3000200000,2.90,7.5,2.3333
39,1,11,18,324,20000,7,2646,41,8,2646,2.3896,1,1,0,0.8711260000,7,0.6915,13.6771183014,0.00,5.0,2.3896
45,1,8,3,9,12260,7,2149,48,9,1640,4.5122,1,3,0,0.2282504737,7,0.7515,9.5599970000,2.50,5.0,1.2564
50,1,11,11,121,24850,12,320,54,11,1950,9.2308,1,0,0,0.0896578300,3,0.6615,24.4999847412,0.00,7.5,1.0938
40,1,12,8,64,29150,7,1600,39,12,1920,11.4580,1,1,0,1.3217558861,12,0.5815,23.1500000000,3.30,7.5,3.7500
30,1,10,10,100,23591,7,2419,34,12,2025,7.6993,1,1,0,1.1961019039,7,0.6615,15.5908832550,3.90,11.0,3.3072
57,1,17,33,1089,24717,12,2005,56,17,2470,4.1830,1,0,0,1.6361187696,16,0.6615,14.4209241867,5.25,11.0,5.1352
39,1,12,19,361,30455,12,1960,43,12,1800,8.3333,1,1,0,1.8920120000,12,0.6215,17.4549083710,3.60,9.0,6.6327
53,1,12,35,1225,19600,12,2147,56,8,1920,5.1042,1,0,0,1.5183090000,12,0.6915,9.8000190000,4.90,7.5,4.5645
48,1,17,21,441,31875,12,1207,53,17,2039,8.2271,1,1,0,2.4721590000,7,0.6400,17.5744647980,7.15,5.0,11.8480
46,0,14,7,49,24055,14,2000,48,16,2570,5.6634,1,1,0,1.3217558861,14,0.6615,16.5550000000,3.75,7.5,3.7500
47,0,12,18,324,18795,10,1260,54,12,1914,5.2220,1,0,0,1.4736410000,7,0.7215,13.2949743271,4.35,7.5,4.3651
43,0,12,4,16,12198,7,90,47,10,1516,7.1900,1,1,0,1.3694788218,7,0.7515,11.8440027237,4.00,7.5,3.9333
47,1,12,12,144,52645,7,1800,47,16,2520,13.9070,1,0,0,1.2039628029,12,0.4915,46.6450600000,3.25,7.5,3.3333
47,0,12,16,256,16600,7,573,48,12,2327,6.0163,1,1,0,1.1987291574,10,0.7215,14.6999900000,2.20,14.0,3.3159
47,1,12,14,196,32590,7,1825,50,12,2188,7.6782,1,0,0,1.2702099085,7,0.6215,26.0900800000,3.00,7.5,3.5616
46,1,12,3,9,10020,7,75,48,12,1864,5.3112,1,0,0,0.4700036347,3,0.7515,9.9000000000,0.00,7.5,1.6000
34,0,9,1,1,12048,7,1348,33,10,2183,4.1228,1,4,0,0.7999817000,7,0.7515,9.0480260000,2.30,11.0,2.2255
48,0,10,27,729,39750,7,1880,55,12,1920,7.8125,1,0,0,1.5659456253,7,0.6215,30.7500648499,4.25,11.0,4.7872
30,1,12,12,144,15700,7,1240,31,12,1824,4.6053,1,1,0,1.7589780000,10,0.7215,8.4999400000,6.90,7.5,5.8065
51,0,12,6,36,24250,7,848,54,12,2878,3.9746,1,1,0,0.8580258000,7,0.6615,22.2499923706,2.30,3.0,2.3585
52,1,12,9,81,43210,12,150,54,16,2390,15.0630,1,5,0,0.6931472000,7,0.5215,42.9100000000,0.00,14.0,2.0000
37,0,12,2,4,37100,12,2000,39,13,3120,4.5064,1,2,0,0.6418539000,12,0.6215,33.3000000000,1.85,5.0,1.9000
32,0,12,6,36,23820,7,1952,33,12,2040,5.8824,1,2,0,1.6337401867,12,0.6615,13.8199033737,3.25,5.0,5.1230
36,1,17,9,81,31600,14,1456,35,15,2151,10.2280,1,2,0,1.7037476301,12,0.5815,23.6000080109,6.04,5.0,5.4945
35,1,12,16,256,24000,10,1740,37,14,1976,6.5789,1,2,0,1.8440040000,10,0.6615,13.0000677109,5.50,7.5,6.3218
45,0,17,22,484,30750,12,1400,51,16,2286,8.8145,1,0,0,1.9661188126,14,0.5815,20.7499400000,7.14,5.0,7.1429
56,0,12,26,676,11050,7,2000,60,10,2032,2.9528,1,0,0,0.8649974000,7,0.7515,6.3000000000,2.70,14.0,2.3750
40,0,10,11,121,12239,7,1750,45,4,1680,4.5173,1,2,0,0.9333052000,7,0.7515,7.7889250000,2.74,14.0,2.5429
45,1,12,11,121,12870,12,1101,49,14,1560,5.1282,1,2,1,0.7792332000,14,0.7515,10.4700400000,2.30,7.5,2.1798
32,0,12,15,225,17200,7,2000,30,12,2895,4.1451,1,2,0,0.9555114000,10,0.7215,12.0000000000,2.50,7.5,2.6000
45,0,12,13,169,23980,10,1877,50,8,1820,8.7912,1,0,0,1.3162473440,10,0.6615,16.9799156189,3.60,7.5,3.7294
40,1,12,6,36,18600,12,160,44,12,2450,7.3061,1,2,0,1.4759064913,7,0.6915,17.9000000000,1.85,14.0,4.3750
38,1,12,20,400,23920,10,1886,42,8,1748,6.0069,1,1,0,1.4913972616,7,0.6915,15.5399370193,4.00,9.5,4.4433
49,1,12,17,289,16084,7,1446,45,12,1020,8.3333,1,4,0,1.4557504654,7,0.7515,9.8839860000,4.40,14.0,4.2877
47,1,16,8,64,31100,14,1500,49,17,2342,11.5290,1,1,0,0.5108456000,14,0.5815,28.5999500000,1.50,11.0,1.6667
52,1,13,13,169,20460,7,860,53,12,2250,6.6667,1,0,0,1.1804380000,7,0.6615,17.6600112915,5.83,11.0,3.2558
34,1,13,15,225,36000,12,1848,40,16,2880,8.6806,1,1,0,1.6884894371,12,0.5515,25.9999179840,6.00,7.5,5.4113
44,0,12,14,196,17302,12,1678,46,12,2032,3.4680,1,2,0,0.7907275000,14,0.7215,13.6020100000,2.30,3.0,2.2050
36,0,16,14,196,16450,7,160,42,16,3120,3.0321,1,3,0,1.4017986059,14,0.7215,15.8000000000,0.00,3.0,4.0625
50,1,17,6,36,41170,16,108,57,16,1760,13.8070,1,0,0,-0.4335560000,14,0.5815,41.0999946594,0.00,9.5,0.6482
45,1,12,24,576,20130,0,1738,47,12,1725,6.2174,1,0,0,1.6831715107,0,0.6615,10.7750415802,6.18,7.5,5.3826
